rank,K_L,K_I,K_B,K_R,K_V,I_leak,slew_rate,score,mean_dt,median_dt,std_dt,p95_dt,p99_dt,gt_20m,gt_40m,gt_60m,pct_H9plus,pct_E,pct_B0,sawtooth,antistall_count,target_error,lag_amplitude,robustness,total_blocks
139,0.23,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
140,0.24,0.04,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
141,0.24,0.05,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
142,0.24,0.06,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
143,0.24,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
144,0.25,0.05,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
145,0.25,0.04,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
146,0.25,0.06,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
147,0.25,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
148,0.26,0.04,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
149,0.26,0.05,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
150,0.26,0.06,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
151,0.26,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
152,0.27,0.04,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
153,0.27,0.05,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
154,0.27,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
155,0.27,0.06,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
156,0.23,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
157,0.23,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
158,0.23,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
159,0.23,0.07,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
160,0.24,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
161,0.24,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
162,0.24,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
163,0.24,0.07,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
164,0.25,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
165,0.25,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
166,0.25,0.07,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
167,0.26,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
168,0.25,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
169,0.26,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
170,0.26,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
171,0.26,0.07,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
172,0.27,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
173,0.27,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
174,0.27,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
175,0.27,0.07,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
176,0.28,0.04,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
177,0.28,0.05,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
178,0.28,0.06,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
179,0.28,0.07,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
180,0.29,0.04,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
181,0.29,0.05,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
182,0.29,0.06,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
183,0.29,0.07,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
184,0.3,0.04,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
185,0.3,0.05,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
186,0.3,0.06,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
187,0.3,0.07,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
188,0.31,0.04,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
189,0.31,0.05,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
190,0.31,0.06,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
191,0.31,0.07,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
192,0.32,0.03,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
193,0.32,0.04,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
194,0.32,0.06,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
195,0.32,0.05,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
196,0.32,0.07,0.0,0.05,0.02,0.98,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
197,0.28,0.04,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
198,0.28,0.05,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
199,0.28,0.06,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
200,0.28,0.07,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
201,0.29,0.04,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
202,0.29,0.05,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
203,0.29,0.06,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
204,0.29,0.07,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
205,0.3,0.04,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
206,0.3,0.06,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
207,0.3,0.05,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
208,0.3,0.07,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
209,0.31,0.04,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
210,0.31,0.05,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
211,0.31,0.07,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
212,0.31,0.06,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
213,0.32,0.03,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
214,0.32,0.04,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
215,0.32,0.06,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
216,0.32,0.05,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
217,0.32,0.07,0.0,0.05,0.02,0.985,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
218,0.28,0.05,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
219,0.28,0.04,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
220,0.28,0.06,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
221,0.28,0.07,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
222,0.29,0.04,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
223,0.29,0.05,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
224,0.29,0.06,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
225,0.29,0.07,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
226,0.3,0.04,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
227,0.3,0.06,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
228,0.3,0.07,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
229,0.31,0.06,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
230,0.31,0.04,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
231,0.31,0.05,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
232,0.31,0.07,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
233,0.32,0.03,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
234,0.32,0.04,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
235,0.32,0.05,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
236,0.32,0.06,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
237,0.32,0.07,0.0,0.05,0.02,0.988,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
238,0.28,0.05,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
239,0.28,0.04,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
240,0.28,0.06,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
241,0.28,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
242,0.29,0.04,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
243,0.29,0.05,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
244,0.29,0.06,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
245,0.29,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
246,0.3,0.04,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
247,0.3,0.05,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
248,0.3,0.06,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
249,0.3,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
250,0.31,0.04,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
251,0.31,0.06,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
252,0.31,0.05,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
253,0.31,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
254,0.32,0.03,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
255,0.32,0.04,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
256,0.32,0.05,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
257,0.32,0.07,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
258,0.32,0.06,0.0,0.05,0.02,0.992,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
259,0.28,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
260,0.28,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
261,0.28,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
262,0.28,0.07,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
263,0.29,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
264,0.29,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
265,0.29,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
266,0.29,0.07,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
267,0.3,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
268,0.3,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
269,0.3,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
270,0.3,0.07,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
271,0.31,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
272,0.31,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
273,0.31,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
274,0.31,0.07,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
275,0.32,0.03,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
276,0.32,0.04,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
277,0.32,0.05,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
278,0.32,0.06,0.0,0.05,0.02,0.995,1,-10.2824,601.8533,385.05,729.8931,1875.6,3346,261.5,50.1,16,0.0,25.375,67.155,0,0,1.957,4.6033,1.4408,2000
